path,cluster,category,confidence,gt_folder,dest
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2529.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2529_3152.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2530.HEIC,4,koleksi_keramik,0.2585868835449219,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2530_1585.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2531.HEIC,4,koleksi_keramik,0.2584558129310608,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2531_3943.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2532.HEIC,4,koleksi_keramik,0.2585870325565338,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2532_7555.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2533.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2533_3073.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2534.HEIC,4,koleksi_keramik,0.2585683763027191,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2534_1021.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2535.HEIC,4,koleksi_keramik,0.2585867643356323,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2535_3843.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2536.HEIC,4,koleksi_keramik,0.2585868239402771,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2536_7989.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2537.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2537_9692.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2538.HEIC,4,koleksi_keramik,0.25856712460517883,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2538_6873.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2539.HEIC,4,koleksi_keramik,0.2585854232311249,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2539_5675.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2540.HEIC,4,koleksi_keramik,0.25796353816986084,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2540_161.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2541.HEIC,4,koleksi_keramik,0.25853830575942993,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2541_4297.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2542.HEIC,4,koleksi_keramik,0.2585613429546356,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2542_995.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2543.HEIC,4,koleksi_keramik,0.25858694314956665,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2543_7629.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2544.HEIC,2,koleksi_etnografi,0.25838029384613037,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_02__koleksi_etnografi/IMG_2544_9467.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2545.HEIC,2,koleksi_etnografi,0.25221359729766846,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_02__koleksi_etnografi/IMG_2545_1016.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2546.HEIC,4,koleksi_keramik,0.2585812211036682,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2546_7869.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2547.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2547_6439.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2548.HEIC,4,koleksi_keramik,0.2585861086845398,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2548_7892.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2549.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2549_6863.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2550.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2550_7916.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2551.HEIC,4,koleksi_keramik,0.2585779130458832,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2551_8529.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2552.HEIC,4,koleksi_keramik,0.2585868239402771,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2552_878.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2553.HEIC,4,koleksi_keramik,0.25858694314956665,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2553_9268.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2554.HEIC,4,koleksi_keramik,0.25838959217071533,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2554_4887.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2555.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2555_4859.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2556.HEIC,4,koleksi_keramik,0.25858697295188904,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2556_6331.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2557.HEIC,4,koleksi_keramik,0.2585850954055786,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2557_8571.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2558.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2558_8684.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2559.HEIC,4,koleksi_keramik,0.25858673453330994,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2559_7208.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2560.HEIC,4,koleksi_keramik,0.25856781005859375,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2560_5276.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2561.HEIC,4,koleksi_keramik,0.2584351897239685,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2561_2062.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2562.HEIC,4,koleksi_keramik,0.25817811489105225,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2562_64.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2563.HEIC,4,koleksi_keramik,0.25858670473098755,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2563_8006.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2564.HEIC,4,koleksi_keramik,0.2585858106613159,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2564_2568.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2565.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2565_5463.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2566.HEIC,4,koleksi_keramik,0.258587121963501,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_dec_softmax_10d/cluster_dec/cluster_04__koleksi_keramik/IMG_2566_2027.HEIC
