path,cluster,category,gt_folder,dest
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2489.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2489.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2490.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2490.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2491.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2491.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2492.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2492.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2493.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2493.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2494.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2494.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2495.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2495.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2496.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2496.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2497.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2497.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2498.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2498.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2499.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2499.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2500.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2500.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2501.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2501.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2502.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2502.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2503.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2503.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2504.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2504.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2505.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2505.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2506.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2506.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2507.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2507.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2508.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2508.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2509.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2509.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2510.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2510.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2511.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2511.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2512.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2512.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2513.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2513.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2514.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2514.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2515.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2515.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2516.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2516.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2517.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2517.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2518.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2518.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2519.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2519.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2520.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2520.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2521.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2521.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2522.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2522.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2523.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2523.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2524.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2524.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2525.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2525.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2526.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2526.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2527.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2527.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2528.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2528.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2529.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2529.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2530.HEIC,-1,noise,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2530_5588.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2531.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2531.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2532.HEIC,-1,noise,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2532_966.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2533.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2533.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2534.HEIC,-1,noise,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2534_4944.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2535.HEIC,-1,noise,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2535_3432.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2536.HEIC,-1,noise,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2536_688.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2537.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2537.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2538.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2538.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2539.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2539.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2540.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2540.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2541.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2541.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2542.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2542.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2543.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2543.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2544.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2544.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2545.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2545.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2546.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2546.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2547.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2547.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2548.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2548.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2549.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2549.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2550.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2550.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2551.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2551.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2552.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2552.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2553.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2553.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2554.HEIC,9,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_09__?/IMG_2554.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2555.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2555.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2556.HEIC,20,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_20__?/IMG_2556.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2557.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2557.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2558.HEIC,19,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_19__?/IMG_2558.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2559.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2559.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2560.HEIC,15,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_15__?/IMG_2560.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2561.HEIC,15,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_15__?/IMG_2561.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2562.HEIC,15,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_15__?/IMG_2562.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2563.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2563.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2564.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2564.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2565.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2565.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2566.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2566.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2567.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2567.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2568.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2568.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2569.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2569.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2570.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2570.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2571.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2571.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2572.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2572.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2573.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2573.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2574.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2574.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2575.HEIC,7,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_07__?/IMG_2575.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2576.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2576.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2577.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2577.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2578.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2578.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2579.HEIC,13,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_13__?/IMG_2579.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2580.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2580.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2581.HEIC,14,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_14__?/IMG_2581.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2582.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2582.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2583.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2583.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2584.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2584.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2585.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2585.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2586.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2586.HEIC
